,flag_forest500,forest500_total_score,permid
1410,,,4295865511
1411,,,4295864786
1412,,,4295863793
1413,,,4295865681
1414,,,4295863969
1415,,,4295863804
1416,,,4295864185
1417,,,4295863789
1418,,,4295864049
1419,,,4295865029
1420,,,4295864992
1421,,,4295865403
1422,,,4295864514
1423,,,4295864218
1424,,,4295864051
1425,,,4295864477
1426,,,4295863996
1427,,,4295863981
1428,,,4295863694
1429,,,4295864725
1430,,,4295863952
1431,,,4295863971
1432,,,4295864150
1433,,,4295864442
1434,,,4295865283
1435,,,4295863648
1436,,,4295864411
1437,,,4295864110
1438,,,4295864048
1439,,,4295864938
1440,,,4295864356
1441,,,4295864122
1442,,,4295864500
1443,,,4295865227
1444,,,4295864471
1445,,,4295865389
1446,,,4295865392
1447,,,4295864939
1448,,,4295865303
1449,,,4295864541
1450,,,4295864700
1451,,,4295863843
1452,,,4295863739
1453,1.0,12.25,4295864263
1454,,,4295865519
1455,,,4295865631
1456,,,4295865502
1457,,,4295863657
1458,,,4295865323
1459,,,4295863976
1460,,,4295865222
1461,,,4295864050
1462,,,4295865153
1463,,,4295864181
1464,,,4295864164
1465,,,4295865550
1466,,,4295865501
1467,,,4295864404
1468,,,4295865212
1469,,,4295863622
1470,,,4295864145
1471,,,4295863743
1472,,,4295865144
1473,,,4295865648
1474,,,4295865056
1475,,,4295864186
1476,,,4295865333
1477,,,4295863985
1478,,,4295863693
1479,,,4295863674
1480,,,4295863675
1481,,,4295863819
1482,,,4295865570
1483,,,4295865482
1484,,,4295864560
1485,,,4295865053
1486,,,4295864268
1487,,,4295865083
1488,,,4295864844
1489,,,4295864370
1490,,,4295865590
1491,,,4295865240
1492,,,4295865211
1493,,,4295864272
1494,,,4295865461
1495,,,4295863814
1496,,,4295865441
1497,,,4295863989
1498,,,4295865616
1499,,,4295863997
1500,,,4295864198
1501,,,4295865264
1502,,,4295863929
1503,,,4295864604
1504,,,4295865582
1505,,,4295864891
1506,1.0,0.0,4295865084
1507,,,4295865460
1508,,,4295864472
1509,,,4295863746
1510,,,4295865530
1511,,,4295864880
1512,,,4295863749
1513,,,4295864498
1514,,,4295864758
1515,,,4295864918
1516,,,4295865471
1517,,,4295863780
1518,,,4295865242
1519,,,4295865675
1520,,,4295865199
1521,,,4295863592
1522,,,4295864259
1523,,,4295864511
1524,,,4295864669
1525,,,4295864428
1526,,,4295865280
1527,,,4295863927
1528,,,4295864230
1529,,,4295865597
1530,,,4295864139
1531,,,4295865194
1532,,,4295864216
1533,,,4295864087
1534,,,4295864132
1535,,,4295864849
1536,,,4295864676
1537,,,4295864519
1538,,,4295864294
1539,,,4295865607
1540,,,4295864469
1541,,,4295864974
1542,,,4295864720
1543,,,4295864351
1544,,,4295865371
1545,,,4295863994
1546,,,4295864558
1547,,,4295865175
1548,,,4295864311
1549,,,4295864075
1550,,,4295864231
1551,,,4295865248
1552,,,4295863939
1553,,,4295863614
1554,,,4295865048
1555,,,4295864455
1556,,,4295864072
1557,,,4295863850
1558,,,4295864718
1559,,,4295864761
1560,,,4295864274
1561,,,4295864229
1562,,,4295864310
1563,,,4295865466
1564,,,4295863774
1565,,,4295864920
1566,,,4295865119
1567,,,4295864559
1568,,,4295864362
1569,,,4295864859
1570,,,4295864760
1571,,,4295864288
1572,,,4295865587
1573,,,4295865256
1574,,,4295864968
1575,,,4295865418
1576,,,4295864728
1577,,,4295864952
1578,,,4295864538
1579,1.0,0.0,4295863856
1580,,,4295864835
1581,,,4295863754
1582,,,4295864289
1583,,,4295863830
1584,,,4295865449
1585,,,4295865588
1586,,,4295865630
1587,,,4295864697
1588,,,4295864930
1589,,,4295864276
1590,,,4295863698
1591,,,4295863759
1592,,,4295865585
1593,,,4295864144
1594,,,4295865541
1595,,,4295865669
1596,,,4295864071
1597,,,4295864915
1598,,,4295865005
1599,,,4295865508
1600,,,4295865574
1601,,,4295865350
1602,,,4295865657
1603,,,4295865383
1604,,,4295865167
1605,,,4295864955
1606,,,4295865475
1607,,,5000018009
1608,,,4295864908
1609,,,4295865200
1610,,,4295864025
1611,,,4295864515
1612,,,4295864603
1613,,,4295863721
1614,,,4295864987
1615,,,4295865261
1616,1.0,0.0,4295863670
1617,,,4295864533
1618,,,4295864374
1619,,,4295865182
1620,,,4295864488
1621,,,4295864435
1622,,,4295865561
1623,,,4295864297
1624,,,4295864985
1625,1.0,0.0,4295863742
1626,,,4295865054
1627,,,4295863607
1628,,,4295864057
1629,,,4295863765
1630,,,4295865528
1631,,,4295864253
1632,,,4295864767
1633,,,4295864706
1634,,,4295864721
1635,,,4295865152
1636,,,4295863781
1637,,,4295863845
1638,,,4295864226
1639,,,4295863589
1640,,,4295864709
1641,1.0,0.0,4295864463
1642,,,4295864381
1643,,,4295864973
1644,,,4295870860
1645,,,4295865639
1646,,,4295865314
1647,,,4295864757
1648,,,4295865081
1649,,,4295864344
1650,,,4295865113
1651,,,4295864296
1652,,,4295865282
1653,,,4295864013
1654,,,4295865178
1655,,,4295865634
1656,,,4295864702
1657,,,4295863851
1658,,,4295865130
1659,,,4295865208
1660,,,4295865351
1661,,,4295865274
1662,1.0,3.447,4295863663
1663,,,4295864016
1664,,,4295863803
1665,,,4295864282
1666,,,4295864860
1667,,,4298008651
1668,,,4295864593
1669,,,4295865157
1670,,,4295864036
1671,,,4295864896
1672,,,4295864691
1673,,,4295864350
1674,,,4295865013
1675,,,4298007686
1676,,,4298007696
1677,,,4295865468
1678,,,4298007693
1679,,,4298008760
1680,,,4298008689
1681,,,4298008764
1682,,,4298008766
1683,,,4298025328
1684,,,4298065349
1685,,,4298043714
1686,,,4298052521
1687,,,4295864209
1688,1.0,0.0,5000032093
1689,,,4296799807
1690,,,5000156210
1691,,,4298150679
1692,,,5000100385
1693,,,4296761804
1694,,,5000374642
1695,,,5000436413
1696,,,5000437235
1697,,,5000432129
1698,,,5000462739
1699,,,5000004477
1700,1.0,0.0,5000442655
1701,,,5000607983
1702,,,5000612421
1703,,,5000073482
1704,,,5000621484
1705,,,5000629028
1706,,,5000629080
1707,,,5000629076
1708,,,4297991611
1709,,,5000662398
1710,,,4298347684
1711,,,5000607091
1712,,,4298346497
1713,,,5000437498
1714,,,5000692783
1715,,,4297828175
1716,,,5000720131
1717,,,5000720293
1718,,,5000525709
1719,,,4297846877
1720,,,4296811422
1721,1.0,3.819,5000014265
1722,,,4298522271
1723,,,5000792859
1724,,,5000567168
1725,,,5000039167
1726,,,4298361469
1727,,,4298153661
1728,,,5000824105
1729,,,5000562077
1730,,,5000471281
1731,,,5001143439
1732,,,5001143464
1733,,,5000057457
1734,,,5001166650
1735,,,5000459251
1736,,,5000550556
1737,,,5000548166
1738,,,4297974726
1739,,,5001170754
1740,,,5001203800
1741,,,4298497625
1742,,,4295864892
1743,,,5000433081
1744,,,5000795470
1745,,,5001211000
1746,,,5001218769
1747,,,5000505180
1748,,,5000561908
1749,,,4298345324
1750,,,5000915713
1751,,,4298544912
1752,,,5000542233
1753,,,5001231659
1754,,,4298346471
1755,,,5002420861
1756,,,5000537326
1757,,,5000541966
1758,,,4297710943
1759,,,5001425499
1760,,,4295865181
1761,,,4298151354
1762,,,5000577506
1763,,,4298067634
1764,,,4298476696
1765,,,5000577580
1766,,,5035088370
1767,,,5000513192
1768,,,5000706233
1769,,,5000516697
1770,,,5034849139
1771,,,5035460884
1772,,,5035581344
1773,,,4295864422
1774,,,5000533850
1775,,,5000907788
1776,,,5000546946
1777,,,4297985039
1778,,,5000512486
1779,,,4298153685
1780,,,5037139561
1781,,,5000844975
1782,,,5037282460
1783,,,5035428994
1784,,,5000500061
1785,,,5035526612
1786,,,4296939105
1787,,,4295864640
1788,,,5000038533
1789,,,5035524971
1790,,,5000799590
1791,,,5000546705
1792,,,5000743496
1793,,,5035549423
1794,,,5037353896
1795,,,5040793185
1796,,,5036865268
1797,,,5000511411
1798,,,5035712095
1799,,,5037347539
1800,,,5044065913
1801,,,4297649143
1802,,,5036213732
1803,,,5000526202
1804,,,4298151148
1805,,,5000500951
1806,,,4298151119
1807,,,5000964736
1808,,,5000513186
1809,,,5037347417
1810,,,4298347555
1811,,,5037589950
1812,,,5037589196
1813,,,4298149106
1814,,,5000691914
1815,,,5037344614
1816,,,5036757687
1817,,,4298370787
1818,,,4296830179
1819,,,5000511211
1820,,,5042216543
1821,,,5001097499
1822,,,5035306558
1823,,,5000064299
1824,,,5037430690
1825,,,5037086371
1826,,,5000507643
1827,,,5036373387
1828,,,5041982761
1829,,,5041758706
1830,1.0,0.0,4298153588
1831,,,5000514125
1832,,,5000513518
1833,,,5000524471
1834,,,5001448450
1835,,,5035392622
1836,,,5037589941
1837,,,5000062881
1838,,,5036216652
1839,,,5000567947
1840,,,5000768225
1841,,,5000837458
1842,,,5046707519
1843,,,5000069898
1844,,,4298003129
1845,,,4296929230
1846,,,5000560344
1847,,,4298434827
1848,,,5035551376
1849,,,5039648336
1850,,,5037317922
1851,,,4298497485
1852,,,5000047459
1853,,,5000576815
1854,,,5042951452
1855,,,5000507932
1856,,,5046316759
1857,,,5040260002
1858,,,5037941777
1859,,,5036773931
1860,,,5036199903
1861,,,5044262919
1862,,,5000908617
1863,,,5000539998
1864,,,5000560542
1865,,,5044010102
1866,,,4298344696
1867,,,5034847224
1868,,,5034845735
1869,,,5051008257
1870,,,5035312533
1871,,,5000547286
1872,,,5043415350
1873,,,5037992901
1874,,,5000520341
1875,,,5036397175
1876,,,5000561933
1877,,,4297091222
1878,,,4298498141
1879,,,5055444717
1880,,,5000217387
1881,,,4298152542
1882,,,5055468353
1883,,,4296742247
1884,,,5000097010
1885,,,5000545715
1886,,,4298151964
1887,,,5000046330
1888,,,5057438460
1889,,,5043316839
1890,,,5047445448
1891,,,5044178555
1892,,,5043331208
1893,,,5000036507
1894,,,4296062372
1895,,,5056414097
1896,,,5000241422
1897,,,5041079083
1898,,,5000029392
1899,,,4298149140
1900,,,5001180536
1901,,,5037362841
1902,,,5044065930
1903,,,5037367893
1904,,,5042948573
1905,,,5040184987
1906,,,5000677303
1907,,,5034844920
1908,,,4297279091
1909,,,5068657930
1910,,,5068926914
1911,,,5046440390
1912,,,5000508883
1913,,,4297247953
1914,,,5040042223
1915,,,5000965489
1916,,,5068926092
1917,,,5068926256
1918,,,5043334242
1919,,,5037840094
1920,,,4296690521
1921,,,5064283967
1922,,,5056390183
1923,,,5000069299
1924,,,4298347511
1925,,,5063164116
1926,,,4297002318
1927,,,5068926255
1928,,,5051391251
1929,,,5066575432
1930,,,5037085432
1931,,,4295871923
1932,,,5041976582
1933,,,4297662047
1934,,,5056440940
1935,,,5035525611
1936,,,5050292896
1937,,,5035394536
1938,,,5056065117
1939,,,5057823667
1940,,,5044196366
1941,,,5042949069
1942,,,5056415748
1943,,,5063760258
1944,,,5000559208
1945,,,5052130564
1946,,,4297065471
1947,,,5056432599
1948,,,4298346065
1949,,,5000086955
1950,,,5000063483
1951,,,5074236423
1952,,,5045352223
1953,,,5036213164
1954,,,4295864657
1955,,,4296197932
1956,,,4296214965
1957,,,4295865621
1958,,,5045848462
1959,,,5040929559
1960,,,5000557487
1961,,,5000603254
1962,,,5070760884
1963,,,5079243338
1964,,,5000592036
1965,,,5001194513
1966,,,5039190664
1967,,,5029113937
1968,,,5000631407
1969,,,5065356723
1970,,,5046048089
1971,,,4295865752
1972,,,4295869227
1973,,,4295869070
1974,,,4295870081
1975,,,4295869236
1976,,,4295870332
1977,,,4298007872
1978,,,4295868961
1979,1.0,38.9,4295869260
1980,,,5046707555
1981,,,4295870063
1982,,,4295869098
1983,,,5035708251
1984,,,4295869123
1985,,,4295869049
1986,,,4295869694
1987,,,5043321284
1988,,,4295868872
1989,,,4295869238
1990,1.0,11.75,4295869244
1991,,,4295868681
1992,,,5056395925
1993,1.0,20.5,4295868725
1994,,,5037852371
1995,,,5064650628
1996,1.0,37.25,4295869198
1997,,,4295869217
1998,1.0,13.222,8589934314
1999,,,5081377210
2000,,,5000103308
2001,,,5000074393
2002,,,5060559444
2003,,,4295868896
2004,,,4295869118
2005,,,4295866034
2006,,,8589934305
2007,,,4295865911
2008,,,4296730041
2009,,,4297758825
2010,,,5001205497
2011,,,4295866012
2012,,,4295866238
2013,,,4295866239
2014,,,4297510933
2015,,,5043416261
2016,,,5000437425
2017,,,4295889554
2018,,,4295889303
2019,,,4298014978
2020,,,4295889502
2021,,,4295889602
2022,,,4295889506
2023,,,4295889563
2024,,,5000062703
2025,,,4295866480
2026,1.0,43.25,4295866448
2027,1.0,41.25,4295866353
2028,,,4295866494
2029,1.0,50.75,4295866391
2030,,,4295866538
2031,,,4295867343
2032,,,4295867366
2033,,,5001170594
2034,,,4295868215
2035,,,4295867483
2036,1.0,58.958,4295867387
2037,,,4295867424
2038,1.0,46.583,4295866862
2039,,,4295868312
2040,,,4295866846
2041,1.0,58.875,4295867170
2042,,,4295867538
2043,1.0,,5000039357
2044,1.0,51.32,8589934326
2045,,,4295867385
2046,,,4295867565
2047,,,4295867361
2048,,,4295867266
2049,,,4295867687
2050,,,4295867394
2051,,,4295867411
2052,,,4295898044
2053,,,4295894958
2054,,,5000001291
2055,,,4295894777
2056,,,4295895428
2057,1.0,45.227,4295895205
2058,,,4295894647
2059,1.0,32.112,4295895043
2060,,,4295894068
2061,,,8589934227
2062,,,4295894786
2063,,,4295894191
2064,,,4295894740
2065,1.0,24.006,8589934254
2066,1.0,43.222,8589934333
2067,,,4298007752
2068,,,4295894507
2069,,,4295896494
2070,1.0,46.75,4295894756
2071,,,5000799571
2072,,,4295894468
2073,,,5057860440
2074,,,5066589306
2075,,,4295896661
2076,,,4295894667
2077,,,5080177560
2078,1.0,29.794,8589934212
2079,,,5031889023
2080,1.0,,4295885039
2081,,,8589934340
2082,,,4295894930
2083,,,4295894789
2084,,,4295870355
2085,,,4295870779
2086,,,4298007700
2087,,,4295871375
2088,,,4295871008
2089,,,4298361589
2090,,,5000789191
2091,,,5000434294
2092,,,5037135721
2093,,,5000010848
2094,,,4295871585
2095,,,4295871011
2096,,,4295871540
2097,,,4295871290
2098,,,4295871569
2099,,,4295871575
2100,,,4295871292
2101,,,4295871577
2102,,,4295871583
2103,,,4295871207
2104,,,4295871943
2105,,,4295870829
2106,,,4295871570
2107,,,4295871393
2108,,,4295871115
2109,,,4295870876
2110,,,4295871335
2111,,,4295870934
2112,,,4295871002
2113,,,4298007846
2114,,,4295871573
2115,,,4295864421
2116,,,5000045377
2117,,,4295871425
2118,,,4295863654
2119,,,4295871156
2120,1.0,0.5,4295872011
2121,,,4295871412
2122,,,4295870962
2123,,,4295872013
2124,,,4295870821
2125,,,4295872095
2126,,,4295874393
2127,,,4295874382
2128,,,4295874417
2129,,,4295874376
2130,,,4295874391
2131,,,4298052285
2132,,,4295874540
2133,1.0,56.125,4295874361
2134,,,5061707753
2135,,,4295874867
2136,,,5083858869
2137,,,5066603776
2138,,,5037276891
2139,,,4295874940
2140,,,5043315501
2141,,,4295875095
2142,,,4295875035
2143,,,5000068620
2144,,,4295875158
2145,,,4295875283
2146,,,4295875063
2147,,,4295875096
2148,,,4295875072
2149,,,4295875266
2150,,,4295875182
2151,,,5000360582
2152,,,5040035809
2153,,,5043315742
2154,,,5067163385
2155,,,5001428097
2156,,,4295872696
2157,,,4295872979
2158,,,4295872413
2159,,,4295873317
2160,,,4295872412
2161,,,4295872888
2162,,,4295872490
2163,,,4295874202
2164,,,4295874015
2165,,,4295873304
2166,,,4295872504
2167,,,4295873147
2168,,,4295873202
2169,,,4295872425
2170,,,4295872601
2171,,,4295872982
2172,,,4295872684
2173,,,4295872661
2174,,,4295872983
2175,,,4295873910
2176,,,4295872565
2177,,,5000000025
2178,,,4295874173
2179,,,4295874065
2180,,,4295872161
2181,,,4297767900
2182,1.0,10.34,4295875735
2183,,,4295875633
2184,,,4295875615
2185,,,4295875459
2186,,,4295875783
2187,,,4295875842
2188,,,5052544379
2189,,,5034844193
2190,,,5067504851
2191,,,5046661069
2192,,,4295877304
2193,,,5037947712
2194,,,5038042133
2195,,,4295880739
2196,,,4295877330
2197,,,4295877349
2198,,,4295876498
2199,,,4295877321
2200,,,4295880409
2201,,,4295878910
2202,,,4295878690
2203,,,4295876038
2204,,,4295877060
2205,,,5040225688
2206,1.0,32.0,4295877423
2207,,,4295880578
2208,,,4295876946
2209,1.0,11.831,4295876581
2210,1.0,47.55,4295877427
2211,,,4295879796
2212,,,4295876064
2213,,,4295876904
2214,,,4298077478
2215,,,4295877728
2216,,,4298359593
2217,,,4295879865
2218,,,4295880434
2219,,,4295880393
2220,,,4295878778
2221,,,4295877369
2222,,,5000002343
2223,,,4295877978
2224,,,4295877381
2225,,,4295880537
2226,,,4295877313
2227,,,4295880639
2228,,,4295877551
2229,,,4295880726
2230,,,5000472343
2231,,,4295877384
2232,,,4295877339
2233,,,4295877346
2234,,,5000002406
2235,,,4295877094
2236,,,4295878992
2237,,,4295877353
2238,,,4295880584
2239,,,4295880128
2240,1.0,9.375,4295877345
2241,,,4295878607
2242,,,4298076741
2243,,,4295877361
2244,,,4295878412
2245,,,4295877493
2246,,,4295880403
2247,,,4295880604
2248,,,4295877311
2249,,,4295877443
2250,,,4295877338
2251,,,4295876396
2252,1.0,8.0,4295876746
2253,,,4295877439
2254,,,4295877341
2255,,,4295877403
2256,,,5080520032
2257,,,4295880560
2258,,,4295880693
2259,,,4295877838
2260,,,4295879109
2261,,,4295880585
2262,,,4295875905
2263,,,4295878438
2264,,,4295875937
2265,,,4295880541
2266,,,5000059898
2267,,,4295877320
2268,,,4298179644
2269,,,4295877421
2270,1.0,22.563,4295880574
2271,,,4295876019
2272,,,4295877302
2273,,,4295877319
2274,,,4295880567
2275,,,4295878176
2276,,,4295880668
2277,1.0,17.917,4298102354
2278,,,4295878848
2279,,,4295880715
2280,,,4295877382
2281,,,4295878032
2282,,,4295880926
2283,,,4295881132
2284,,,4295881510
2285,,,4295881064
2286,,,4295881191
2287,,,4295881439
2288,,,4295881065
2289,,,4295882003
2290,,,4295881071
2291,,,4295881247
2292,,,4295882301
2293,,,4295881441
2294,,,4295881087
2295,,,4295881658
2296,,,4295881489
2297,,,4295881202
2298,,,4295881588
2299,,,4296737937
2300,,,4295881614
2301,,,4295882391
2302,,,4295882295
2303,,,4295881974
2304,,,4295882602
2305,,,5000049504
2306,,,4295882337
2307,,,5000072269
2308,,,4295882004
2309,,,4295881987
2310,,,4295882129
2311,,,5000043548
2312,,,4298008784
2313,,,5035149355
2314,,,5039681947
2315,,,5055456802
2316,,,5058998206
2317,,,5000848407
2318,,,5064623101
2319,,,5047751121
2320,,,5069469748
2321,,,5057940733
2322,,,5080177335
2323,,,4295882789
2324,,,4295882799
2325,,,4295882783
2326,,,4295882891
2327,,,4295882861
2328,,,4295882837
2329,,,4295882785
2330,,,5004716215
2331,,,5000066483
2332,,,5000431356
2333,,,5036161422
2334,,,4295864818
2335,,,5061697321
2336,,,4295864219
2337,,,5069399443
2338,,,4295871541
2339,,,4295871981
2340,,,4295863681
2341,,,4295871885
2342,,,4295871971
2343,,,5037028189
2344,,,5001437957
2345,,,5040759743
2346,,,5046043782
2347,,,5040698013
2348,,,5071523030
2349,,,5055735744
2350,,,5073078852
2351,,,5000756363
2352,,,4295871892
2353,1.0,10.958,5045492543
2354,,,5044365631
2355,,,4295864398
2356,,,5062592977
2357,,,5000506507
2358,,,4295865231
2359,,,4295871887
2360,,,4295870792
2361,,,5037960381
2362,,,5056391839
2363,,,4295871879
2364,,,4295871263
2365,,,5047817370
2366,,,5036393356
2367,,,4295864046
2368,,,5048228598
2369,,,5080147763
2370,,,4295864418
2371,,,5063770487
2372,1.0,29.0,4295871680
2373,,,5000683649
2374,,,5073342420
2375,,,5066579901
2376,,,5076941233
2377,,,5079900700
2378,,,5071163015
2379,,,5074237968
2380,,,5080184329
2381,,,4295871044
2382,,,4295871245
2383,,,4295865187
2384,,,4295865400
2385,,,5064650810
2386,,,5074561406
2387,,,5070506289
2388,,,5065366702
2389,1.0,11.0,4295871926
2390,,,5000484091
2391,,,5051769155
2392,,,5050303579
2393,,,5001160388
2394,,,4295863668
2395,,,5076943705
2396,,,4295864459
2397,,,4295865168
2398,,,5064707091
2399,,,5060615887
2400,,,5079208968
2401,,,5000496345
2402,,,5000578430
2403,,,4295865578
2404,,,4295871031
2405,,,5001157611
2406,,,5041064571
2407,,,5071395523
2408,,,4295864194
2409,,,4295865078
2410,,,5043316849
2411,,,5066592088
2412,,,4295863999
2413,,,4295871039
2414,,,5064607814
2415,,,5070519222
2416,,,4295865431
2417,,,4295865549
2418,,,4295864705
2419,1.0,4.917,4295865031
2420,,,4297222802
2421,,,5057798282
2422,1.0,0.5,5038044355
2423,,,5045916247
2424,,,4298008715
2425,,,4295870815
2426,,,5035171680
2427,,,5076359439
2428,,,5046663627
2429,,,5040952859
2430,,,5050707044
2431,,,5057819640
2432,,,5037082477
2433,,,4298128721
2434,,,5052135281
2435,,,5000030092
2436,,,5068332241
2437,,,5046440738
2438,,,5000057902
2439,,,4295884507
2440,,,4295884261
2441,,,4295884308
2442,,,4295884288
2443,,,4295883475
2444,,,4295883593
2445,,,4295883543
2446,,,5001150689
2447,,,4295883130
2448,,,4295883315
2449,,,4295883340
2450,,,4295884190
2451,,,4295883555
2452,,,4295883764
2453,,,4295884721
2454,,,4295884955
2455,,,4295884747
2456,,,5042958012
2457,,,5000737707
2458,,,5038049016
2459,,,5037450400
2460,1.0,33.508,4295884647
2461,,,5037143593
2462,,,5036761033
2463,,,5080075968
2464,,,5068933357
2465,,,5074857289
2466,,,4295885638
2467,,,4295885689
2468,,,4295885383
2469,,,5000013139
2470,,,4295885101
2471,,,4295903693
2472,,,4295886067
2473,,,4295886177
2474,,,4298008742
2475,,,4298240427
2476,,,4295886615
2477,,,4295886908
2478,,,4295886952
2479,,,4295886945
2480,,,4295886947
2481,,,5040255137
2482,,,4295887338
2483,,,4295887328
2484,,,4295887297
2485,,,4295887278
2486,,,4295887270
2487,,,4295887325
2488,,,4295887293
2489,,,4295887299
2490,,,4295887334
2491,,,4295887277
2492,,,4295887355
2493,,,4295887339
2494,,,4295887311
2495,,,4295887329
2496,,,4295887337
2497,,,4295887364
2498,,,4295887317
2499,,,4295887336
2500,,,4295887287
2501,,,4295887353
2502,,,4295887356
2503,,,4295887314
2504,,,4295887341
2505,,,4295887371
2506,,,4295887306
2507,,,4295887294
2508,,,4298007736
2509,,,4297876054
2510,,,4297918245
2511,,,4297987722
2512,,,5000432495
2513,,,5037928600
2514,,,4296453590
2515,,,4298459348
2516,,,5040438014
2517,,,5037818914
2518,,,5000073308
2519,,,5080055364
2520,,,5045517418
2521,,,5041757509
2522,,,5000052034
2523,,,4295890025
2524,,,4295890327
2525,,,4295889805
2526,,,4295889849
2527,,,4295889791
2528,,,4295887647
2529,,,4295887839
2530,,,4295887663
2531,,,5000050143
2532,,,4295892801
2533,,,4295892800
2534,1.0,11.712,4295893041
2535,,,4295892742
2536,,,4295893175
2537,,,4295893065
2538,,,4295892692
2539,,,4295892746
2540,1.0,3.728,4295892709
2541,,,4295892973
2542,,,4295892704
2543,,,4295892710
2544,,,4295892730
2545,,,4295892724
2546,,,4295892969
2547,,,4295892883
2548,,,4295892855
2549,,,4295892911
2550,,,4295892924
2551,,,4295893366
2552,,,4295893306
2553,,,4295893069
2554,,,4295893405
2555,,,4295893157
2556,,,4295893398
2557,,,4295893454
2558,,,5000045221
2559,,,5036162966
2560,,,4298077124
2561,,,5035305719
2562,,,5043334853
2563,,,5043334875
2564,,,5038911471
2565,,,5048739751
2566,,,5001110722
2567,,,5050699008
2568,,,5001110756
2569,,,5070506389
2570,,,5071514472
2571,,,5000011877
2572,,,5082464203
2573,,,5083862495
2574,,,4295893638
2575,,,4295893509
2576,,,4295893524
2577,,,4295893542
2578,,,4295893598
2579,,,4295893642
2580,,,4295893557
2581,,,4295893621
2582,,,4295893624
2583,,,4295893559
2584,,,4295893648
2585,,,4295893576
2586,,,4295893555
2587,,,4295893562
2588,,,4295893564
2589,,,4295893605
2590,,,4296199688
2591,,,4298248458
2592,,,4295892089
2593,,,4295891026
2594,,,4295892087
2595,,,4295891065
2596,,,4295891062
2597,,,4295891078
2598,,,4295892116
2599,,,4295890965
2600,,,4295891420
2601,,,5000464393
2602,,,4295892065
2603,,,4295891905
2604,,,5035468204
2605,,,4295891978
2606,,,5035251356
2607,,,4295891435
2608,,,4295903289
2609,,,4298036388
2610,,,4295901827
2611,,,4295903294
2612,,,4295903309
2613,,,5051045063
2614,,,4295903337
2615,,,4295911995
2616,,,4295903316
2617,,,4295916167
2618,,,4295903207
2619,,,4295903332
2620,,,4295903333
2621,,,4295903347
2622,,,4295903382
2623,,,4295903359
2624,,,4295905566
2625,,,5080022433
2626,,,4297038374
2627,,,4295903472
2628,,,4295903484
2629,,,5055424391
2630,,,4295903520
2631,,,4295903531
2632,,,4295903533
2633,,,4295908552
2634,,,4295912660
2635,,,4295908113
2636,,,5056728929
2637,,,4295903076
2638,,,4295905786
2639,,,4295903461
2640,,,4295903660
2641,,,4295899696
2642,,,4295912256
2643,,,5044099539
2644,,,4295912846
2645,,,4295903700
2646,,,4295903744
2647,,,5043986687
2648,1.0,26.324,8589934316
2649,,,4295903753
2650,,,5000589109
2651,,,4295884272
2652,,,4295905971
2653,,,5057764257
2654,,,4295903051
2655,,,4295903098
2656,,,4295908564
2657,,,5066581979
2658,,,5037134582
2659,,,4295903858
2660,,,5000047249
2661,,,5000626521
2662,,,4295903824
2663,,,4295903853
2664,,,4295906169
2665,,,4295912097
2666,,,4295902139
2667,,,5037314809
2668,,,5064610769
2669,,,4295903123
2670,,,4295906195
2671,,,5001437767
2672,,,5000296881
2673,,,5050895314
2674,,,4295912113
2675,,,4295903940
2676,,,4295903892
2677,,,4295903920
2678,,,5082090406
2679,,,4295900491
2680,,,4295904724
2681,,,4297595346
2682,,,5057833759
2683,,,4295903197
2684,,,4295902564
2685,,,4295912121
2686,,,4295903957
2687,1.0,0.5,4295899817
2688,,,4295903994
2689,,,4295910005
2690,,,4295903068
2691,,,5047750409
2692,,,4295908588
2693,,,5067491293
2694,,,5083504147
2695,,,5000469187
2696,,,4295903136
2697,,,4298546138
2698,,,5082447835
2699,,,5036381928
2700,,,4295904116
2701,,,4295904144
2702,,,4297525303
2703,,,4295903355
2704,,,4295912155
2705,1.0,15.281,4295904183
2706,,,4295906731
2707,,,5001210761
2708,,,4295904217
2709,,,4295900447
2710,,,5040060340
2711,,,4295906830
2712,,,5038915059
2713,1.0,29.375,4295903177
2714,,,4295913928
2715,,,5061450735
2716,,,5037929179
2717,,,5083440611
2718,,,4295884864
2719,,,4298010061
2720,,,4298464085
2721,,,5000803238
2722,1.0,41.813,5038908093
2723,1.0,24.056,4295903182
2724,,,5000100407
2725,,,5051774284
2726,,,4295908419
2727,,,4295903171
2728,,,5056412290
2729,,,4295900055
2730,,,4295856614
2731,,,4295904410
2732,,,5043335668
2733,,,5000069094
2734,,,4295902026
2735,,,5076109427
2736,,,4295905140
2737,,,5001438555
2738,,,4295904478
2739,,,5000111822
2740,,,4295899512
2741,,,4295904494
2742,,,4295856134
2743,,,4295903176
2744,,,4295904551
2745,,,4295902829
2746,,,5044505533
2747,,,8589934244
2748,,,5000274109
2749,,,4295904562
2750,,,4295904618
2751,,,4295911971
2752,,,4295904619
2753,,,5035414782
2754,,,4295907490
2755,,,4295904645
2756,,,4295904660
2757,,,4295907485
2758,,,5073113072
2759,,,4295912225
2760,,,4295907543
2761,,,5040945605
2762,,,5041065061
2763,,,4295912239
2764,,,4298015178
2765,,,5037128948
2766,,,5064623185
2767,,,5000007778
2768,,,4295869130
2769,1.0,60.125,4295903247
2770,,,4295904787
2771,,,4295905180
2772,,,4295903058
2773,,,4295904819
2774,,,5037344406
